date,open,high,low,close,volume
20250116,210000,211000,206000,206500,175653
20250115,203000,207000,202000,206500,678808
20250114,204000,205500,202000,202000,499095
20250113,201000,205000,200000,204000,543782
20250110,203000,204500,201000,202000,441863
20250109,208500,210000,201000,202500,777551
20250108,206500,210000,206000,207000,523637
20250107,210000,213000,207000,208000,603701
20250106,200500,208500,200500,208500,770359
20250103,193200,202000,193200,200500,798480
20250102,199500,202000,191700,193800,698458
20241230,196800,201500,196400,198900,577293
20241227,198700,200500,195500,197700,689235
20241226,202500,203000,197000,199900,645976
20241224,200500,204000,200500,202500,557658
20241223,212500,213000,200000,201000,1169871
20241220,211000,213000,208500,210000,775746
20241219,208500,211500,207500,209500,640399
20241218,209500,215000,209500,212500,663879
20241217,214500,215000,209000,209500,895923
20241216,213500,218000,211500,214000,945545
20241213,209000,212000,205000,210000,1102386
20241212,219000,220000,206000,208000,2167932
20241211,209000,218000,208500,218000,1547595
20241210,204500,209000,203000,209000,905766
20241209,200500,204000,200500,201500,1206493
20241206,204000,206000,197300,204500,1336764
20241205,204500,208000,203000,204000,1438398
20241204,205000,209000,200500,202500,1758995
20241203,207500,210000,204500,209000,1101247
20241202,208500,210500,203000,203500,1220401
20241129,204500,209000,201500,206500,1243799
20241128,204000,208000,202000,204500,1341153
20241127,196800,205000,196200,203000,2305266
20241126,192200,196000,192200,195600,995917
20241125,190100,193200,187400,193200,2335917
20241122,189600,190800,187400,190000,759493
20241121,192600,192700,188900,189700,887174
20241120,193500,194000,191300,193100,693589
20241119,190300,194200,190200,193000,964416
20241118,191000,191800,189300,190800,760104
20241115,190500,191900,188100,190000,1153043
20241114,183800,190500,183000,188500,2172828
20241113,181400,184100,179700,182200,1224589
20241112,175700,182800,175700,181400,1708052
20241111,174600,177000,171500,176000,654961
20241108,182600,182800,173700,174600,1233287
20241107,175900,179700,174600,179700,675120
20241106,176700,177400,174100,176300,432475
20241105,174000,177100,173700,176500,346402
20241104,170200,175900,170100,175700,697688
20241101,169000,170800,168500,169700,244187
20241031,172100,174800,169700,170000,485411
20241030,170600,175300,170500,174400,716996
20241029,170400,171800,166700,169200,352478
20241028,167800,170700,167800,170400,319943
20241025,172100,172900,167100,167800,627017
20241024,172100,173400,170800,172100,384523
20241023,172000,174600,170800,172500,589358
20241022,176900,177100,170800,171200,765563
20241021,176800,179200,176200,176800,537952
20241018,176500,177600,175400,176800,570513
20241017,177000,177700,175000,175000,571148
20241016,173900,177700,173300,177000,864891
20241015,172400,175700,172400,175200,1056877
20241014,173300,174300,169900,171400,677634
20241011,172900,173500,171200,173300,576782
20241010,167900,174700,167800,172400,1408359
20241008,166500,167400,165100,166200,893907
20241007,171800,171900,165800,166100,1084682
20241004,169300,171900,168200,170700,1171102
20241002,168200,171100,168100,168200,940787
20240930,174000,177300,169400,169400,1947054
20240927,170900,171400,168600,170400,844604
20240926,167100,170900,167100,170900,700659
20240925,169200,169800,166100,166200,676074
20240924,166600,168000,164100,168000,661159
20240923,160700,166700,159900,166700,951074
20240920,162000,165400,159700,159900,780267
20240919,161900,162600,159500,160600,606948
20240913,159900,160400,158900,160100,352083
20240912,157600,160000,156600,160000,586471
20240911,157200,160300,155900,156400,425569
20240910,156500,159100,156400,159000,956903
20240909,153800,155500,152500,155000,612322
20240906,160200,160600,157100,157200,649137
20240905,158300,161800,158000,159800,830603
20240904,160300,162600,156700,157500,1217431
20240903,167200,169700,165300,165300,536586
20240902,169100,169100,164900,166600,505605
20240830,165500,170300,165200,169100,950399
20240829,162800,165900,162100,164900,448071
20240828,168000,168500,163600,163800,781672
20240827,170900,171900,167900,167900,628385
20240826,165600,172200,164500,170700,1277462
20240823,164300,165400,163300,164900,589333
20240822,157200,164700,157100,164700,1616355
20240821,156700,157500,155600,156400,464862
20240820,157900,158900,156500,156600,541953
20240819,157900,159300,156600,156600,548046
20240816,159200,159200,157000,157500,825934
20240814,157300,158000,155700,157300,858853
20240813,159800,160300,156100,156400,1035007
20240812,164600,164700,159400,160300,811411
20240809,170000,170000,163100,163700,1236721
20240808,160100,163500,158900,162700,724039
20240807,156100,163500,156000,162700,778054
20240806,160000,163300,156600,158400,1115733
20240805,169000,169600,151100,156100,1447269
20240802,172000,172500,170500,171400,674484
20240801,176500,177000,174500,175000,481980
20240731,173900,175100,171500,174000,425047
20240730,174500,176600,172600,173300,402895
20240729,175300,176200,173600,175000,429619
20240726,178400,179000,174500,174800,880999
20240725,170000,179200,169500,178000,1473198
20240724,169000,172500,167000,171700,411210
20240723,174000,177000,170600,170600,599169
20240722,172000,173900,170700,172700,464293
20240719,173700,174700,169800,172200,616972
20240718,173300,175500,171300,174900,523719
20240717,172000,174500,171600,173400,560011
20240716,175600,176200,171100,171600,812128
20240715,178200,180500,176000,176300,925722
20240712,176100,181600,174000,174800,1393405
20240711,178400,178700,175300,176100,791229
20240710,170600,178300,169700,177500,1659106
20240709,171100,172900,169800,170700,661077
20240708,168100,171900,166100,170500,1148160
20240705,160600,168600,160200,168100,1306514
20240704,160100,161000,159600,159800,505466
20240703,160000,162400,159700,159800,608424
20240702,161600,162500,159600,159900,932343
20240701,165400,166000,161500,162900,1140154
20240628,167300,169000,165900,166900,709968
20240627,166800,167700,165400,165400,582846
20240626,165800,169400,165000,168400,635128
20240625,168200,168400,165700,166400,675119
20240624,167700,170700,167200,168900,591088
20240621,166200,168000,165600,167600,872036
20240620,167500,169700,166500,167200,581688
20240619,167700,168400,165100,167900,773616
20240618,166700,169400,166300,166800,663328
20240617,168800,169400,166000,166100,876593
20240614,169300,171100,168700,169900,677657
20240613,170000,173000,169900,169900,982883
20240612,170000,170900,167700,168400,977784
20240611,171000,171500,170000,170200,606686
20240610,173100,175000,170700,170700,744709
20240607,177500,178500,174900,175400,638712
20240605,177400,178200,175600,177100,467925
20240604,172600,177400,172600,176800,758259
20240603,172000,175500,171800,172700,661878
20240531,170500,172000,170000,170200,1117529
20240530,173500,174900,170400,170400,947416
20240529,178100,179800,175100,175300,898094
20240528,178500,178700,177400,177400,563865
20240527,180000,180100,177400,179000,558709
20240524,180300,181100,179000,179000,730052
20240523,181900,183000,180100,182100,406392
20240522,182800,183300,182300,182600,316154
20240521,182100,184500,182100,183200,469119
20240520,187900,188000,183600,184000,569690
20240517,188600,189800,187000,187300,394214
20240516,186300,190600,186200,188500,805720
20240514,185100,187200,184300,184400,542815
20240513,186900,186900,182400,184300,723861
20240510,188300,189300,187100,188600,691790
20240509,185900,188700,185500,188300,1129421
20240508,194100,194100,189700,190900,1000782
